ChEMBL ID,Smiles
CHEMBL3274316,O=C(O)c1cnc(-c2ccncc2)[nH]1
CHEMBL4563967,COc1cc(NCc2cc3cc(Cl)c(OCCN4CCCC4=O)cc3[nH]c2=O)ccc1C#N
CHEMBL3492573,COc1cc(C(=O)N2CCCC(c3cc(C)[nH]n3)C2)ccc1C
CHEMBL3694038,CCN1CCN(c2cc(NC(=O)c3ccc(C)c(Nc4ncnc5c(N)nc(N6CCCOCC6)nc45)c3)cc(C(F)(F)F)c2)CC1
CHEMBL5992083,C[C@@H](Nc1ncc(C(N)=O)c(Nc2ccc3[nH]ccc3c2)n1)C(N)=O
CHEMBL4117844,O=C(O)[C@@H]1C[C@@H](Cc2ccccc2[N+](=O)[O-])CN1
CHEMBL2207160,Cc1cc(C(=O)N[C@H](c2cn(C3(C#N)CC3)nn2)C2CCCCC2)cs1
CHEMBL4590421,CC1CCCCN1CCCNC(=O)c1cc[nH]n1
CHEMBL3452166,Cc1nccn1-c1cccc(N2CCC(OCC3CCCCO3)CC2)n1
CHEMBL1440681,O=C(Cc1ccc2c(c1)CCCC2)Nc1ccc2ccccc2c1
CHEMBL152094,CSCCC(NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O
CHEMBL5796759,C=CC(=O)N1C2CC[C@@H](C2)C1c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12
CHEMBL3277018,CN1C(=O)CN=C(Oc2ccccc2)c2cc(Cl)ccc21
CHEMBL244747,CN(C)c1ccc(-c2cn3cc(Cl)ncc3n2)cc1
CHEMBL3453760,CN(C)C(=O)N1CCN(Cc2cnc(-c3ccsc3)s2)CC1
CHEMBL3965337,C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS(=O)(=O)C2(CCC(O)C2)C(=N)N1
CHEMBL5832799,Cc1cccc(C)c1/C=C/c1cccc(CCCN2CCOCC2)c1
CHEMBL6008145,COc1ccc(C(=O)C2CCN(C(=O)CC(C)(C)Cc3nc4c(ccn4C)c(=O)[nH]3)CC2)cn1
CHEMBL131053,N=C(N)NCCc1ccccc1Cl
CHEMBL1428159,CC(=O)NC(CCS(C)(=O)=O)C(=O)Nc1ccc(Cl)c(Cl)c1
CHEMBL3944798,O=C(Nc1cc(Cl)ccc1N1CCC(CO)CC1)c1cnn2cc(O)cnc12
CHEMBL5943164,COc1cc2nccc(Oc3ccc(NC(=O)c4cn(CCCOCc5ccccc5)c(=O)n(-c5ccc(F)cc5)c4=O)cc3)c2cc1OC
CHEMBL4968575,O=C(NCc1ccncc1)c1nn(-c2ccccc2F)c(=O)n(Cc2ccc(C(F)(F)F)cc2)c1=O
CHEMBL2041896,Cc1ccc(-c2oc3cc(OCCc4nc(-c5ccccc5)oc4C)ccc3c2C(=O)c2ccco2)o1
CHEMBL1463819,Br.N=c1n(CC(=O)c2cccs2)c2ccccc2n1Cc1ccccc1
CHEMBL5028363,C[C@@H]1CN(c2ccc(C#N)c3ncccc23)C[C@@H]2c3ccc(N4C[C@H]5C[C@@H]4CN5)nc3CN12
CHEMBL338305,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(N3CCC3)=C(C[C@@H](C)C[C@H](OC)[C@@H](F)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
CHEMBL277399,Nc1ccccc1CNCCCCNCc1ccccc1N
CHEMBL6026529,O=C(O)CC(=O)N1CCC(c2n[nH]c3ccc(C(c4ccc(Cl)cc4)c4ccc(Cl)cc4)cc23)CC1
CHEMBL115341,COc1ccc(CN2C(C)=C(C(=O)OC(C)C)C(c3ccccc3Cl)C(C(=O)O)=C2C(=O)O)cc1OC
CHEMBL2377744,COc1ccc2nc(NC(=O)N(CCC(c3ccccc3)c3ccccc3)CCN3CCOCC3)sc2c1
CHEMBL5775753,C=CC(=O)N1CC(F)C[C@@H](n2nc(C(=O)Nc3ccc(CC(=O)N(C)C)cc3Cl)c3c(N)ncnc32)C1
CHEMBL1414553,C=CCn1c(SCC(C)=O)nnc1-c1ccc2ncccc2c1
CHEMBL4864784,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(COC(=O)c4ccc(B(O)O)cc4)cc3)c(F)c2)C(=O)O1
CHEMBL5848894,CS(=O)(=O)N1CCC(C2CN(c3c(C#N)ccc(COC(=O)NC(=N)N)c3F)C2)CC1
CHEMBL1964660,CC(=O)O[C@]12CCCCCC1C1(O)C(O)CCC[C@H]12
CHEMBL2029805,Cc1cc(Oc2ccc(-c3ccn(CCC(C)C)c(=O)c3C#N)cc2)ccn1
CHEMBL1964528,CCCCCCNCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12
CHEMBL3478359,Cc1cn(CC(=O)Nc2cc(C(C)(C)C)nn2C)cn1
CHEMBL2370400,CC(=O)N[C@@H]1CSSC(C)(C)[C@H](C(N)=O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)N(C)C1=O
CHEMBL5907491,Cc1ccccc1-c1cnc2[nH]c(=O)n(CCN3CCCC3)c2c1
CHEMBL3969423,CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)C(=O)NC(C)(C)C
CHEMBL3484443,O=C1OC2(CCNCC2)CN1CC(=O)N1CCCC1c1nccs1
CHEMBL1178828,C[N+](C)(C)C[C@@H]1CSC(C2CCCCC2)(C2CCCCC2)O1
CHEMBL5209255,Cc1ccc(Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)nc3[nH]ccc23)c2c1CCC2=O
CHEMBL1336075,COc1ccc([C@H]2CC(=O)C=C(c3ccc(C(F)(F)F)c(C(F)(F)F)c3)C2)cc1OC
CHEMBL5420976,C#CCN(C)CCCOc1ccc(NC(=O)c2cc(C(C)C)c(O)cc2O)cc1Cl
CHEMBL1405777,COC(=O)c1c(NC(=O)CSc2nnc(CNc3ccc(Cl)cc3)o2)sc(C)c1C
CHEMBL1975711,O=C(/C=C/c1ccccc1)CSc1nc2ccc(I)cc2c(=O)n1Cc1ccccc1
CHEMBL3984943,COc1ccc2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CCC2
CHEMBL442218,O=C1N[C@H](C(=O)O)CS1
CHEMBL1521867,CCOC(=O)N1CCN(c2c(NCCc3ccc(OCC)c(OCC)c3)c(=O)c2=O)CC1
CHEMBL1493,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
CHEMBL1950280,CCOC(=O)/C=C/C(=O)N(CC(N)=O)NC(=O)[C@@H]1CCCN1C(C)=O
CHEMBL3954361,CC(=O)N1CCC(Cn2cnc3scc(-c4ccccc4)c3c2=O)CC1
CHEMBL3629316,Cc1cnc(N)c(-c2nc(Nc3ccc(NC(=O)OC(C)(C)C)cc3)no2)n1
CHEMBL2178788,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCCCN(C)C13CC4CC(C)(CC(C)(C4)C1)C3)C2
CHEMBL1910761,Cc1sc2nc(-c3cccnc3)c(/C=N/NC(=N)N)n2c1C.Cl
CHEMBL27035,CNc1ccc2nc(O)c(O)nc2n1
CHEMBL4855445,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(CC)CC2)c1[nH]c2nc1C(=O)NCCCCCc1cccc-2c1
CHEMBL1092246,CN(C)CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1
CHEMBL478971,COc1ccc(C2COc3cc(O)ccc3C2)c(OC)c1O
CHEMBL5895306,COC(=O)[C@@]1(O)CC(=O)N(C)CC/C=C\[C@H](OC)[C@@H]2CC[C@H]2CN2C[C@@]3(CCCc4cc(Cl)ccc43)COc3ccc1cc32
CHEMBL200820,COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ccc12
CHEMBL1626650,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7cccc(CO)c7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12
CHEMBL4962814,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@@H]1C(=O)NCC=Cc1cccnc1
CHEMBL5182901,Cc1ccc(NC(=O)C2CCNCC2)cc1C(=O)N[C@H](C)c1cccc2ccccc12
CHEMBL505019,Cc1csc(N)n1
CHEMBL4847682,Cc1nn(-c2ccccn2)c(O)c1Cc1ccccc1
CHEMBL1945378,COc1ccccc1COCCCOc1ncc(N2C(=O)CNC[C@@H]2C(=O)N(Cc2cc(CC(=O)NC3CC3)ccc2Cl)C2CC2)cn1
CHEMBL5981781,OCCn1cc(-c2cnc(Nc3cc(F)cc(F)c3)nc2Nc2ccc3c(c2)CNCC3)cn1
CHEMBL5590203,C[C@H](NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1NC(=O)C(F)(F)F)C(=O)N[C@H](CCC(=O)O)C(N)=O
CHEMBL1215074,Cn1ccc(Nc2cc(-c3cc(C(N)=O)cc(N4CCNCC4)n3)ccn2)n1
CHEMBL3959387,O=S(=O)(Nc1ccccn1)c1ccc2c(c1)OCCN2c1ccc(C(F)(F)F)cc1C1=CCNCC1
CHEMBL1323104,O=S(=O)(NCC1OCCc2ccccc21)c1ccc(S(=O)(=O)N2CCOCC2)cc1
CHEMBL24903,COc1ccc2c(c1)C[C@H]1N[C@@](C)(C2)c2ccccc21
CHEMBL1193343,CC(C)=CCN1CCN(C(Cc2cccc(O)c2)c2ccccc2)CC1
CHEMBL3911154,CC(C)(C)OC(=O)NCCCCN(CCCNC(=O)COn1nnc2ccccc21)C(=O)OC(C)(C)C
CHEMBL4445319,CC(C)(C)n1nc(-c2ccc3[nH]ncc3c2)c(C(N)=O)c1N
CHEMBL3218633,Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N4CCCCCC4)cc3)[nH]n2)c(O)c1
CHEMBL6030205,O=C([C@H]1CC[C@H](NCC(F)(F)F)CC1)N1Cc2cccnc2Nc2ccc([C@@H]3CCCOC3)cc21
CHEMBL5569866,O=C(c1cccc(F)n1)N1CCC2(CC1)C(=O)NCN2c1ccccc1
CHEMBL4917901,CCCCCOCC(=O)NCc1nc(C(F)(F)F)no1
CHEMBL5202340,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCC[18F])cc2)cc1
CHEMBL1523876,Cc1ccc[n+](CC(=O)c2cc3ccccc3oc2=O)c1.[Br-]
CHEMBL3262284,Cn1cc(COc2nccc(-c3ccc(F)cc3)n2)c2nc3ccccc3cc21
CHEMBL4174357,c1cnc(N2c3ccncc3Sc3ncccc32)nc1
CHEMBL1450685,Cc1ccc(S(=O)(=O)c2nc(S(=O)(=O)c3ccc(C)cc3)c(N3CCN(CCO)CC3)s2)cc1
CHEMBL1570900,CCOC(=O)Nc1n[nH]c(NC(=O)OCC)c1[N+](=O)[O-]
CHEMBL2104012,COC(=O)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1C
CHEMBL431636,O=S(=O)(CCCNCCc1ccc(O)c2nc(O)sc12)CCOCCc1cccc2ccccc12
CHEMBL475809,O=C(NCCSSCCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O)/C(Cc1ccc(OS(=O)(=O)[O-])c(Br)c1)=N\O.[Na+]
CHEMBL5850468,CO[C@H]1/C=C\CCC[S@@](=O)(NC(=O)CCc2ccncc2)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3
CHEMBL3451885,O=S(=O)(c1cncc(F)c1)N1CCC2(CCCCC2)C1
CHEMBL1184737,C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1
CHEMBL5819858,CCn1nc(CC(C)(C)COC(=O)c2ccn(C)n2)c2c1C(=O)NCC1(CCOCC1)C2
CHEMBL5836114,C#Cc1ccc(NC(=O)c2cnc3c(c(C)nn3C3CCNCC3)c2Cl)cc1
CHEMBL5593724,FC(F)Oc1ccccc1-c1cc(-c2ccc(NCc3cccnc3)cc2)no1
CHEMBL5868340,Cc1c(N2C(=O)N(CCCOc3ccc(-c4cc[n+]([O-])cc4F)cc3)C(C)(C)C2=O)ccc(C#N)c1Cl
CHEMBL3894460,O=C(CCO)C12CC3CC(C1)C(NC(=O)C1(CNS(=O)(=O)c4ccccc4F)CC1)C(C3)C2
CHEMBL2282899,Cc1ccc(C2=NOC3(CSc4ccccc4C3=O)C2c2ccccc2)cc1
CHEMBL486398,C=C(C(=O)O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1
CHEMBL1289906,O=c1c2ccccc2nc(-c2ccccc2)n1/N=C/c1cccc([N+](=O)[O-])c1
CHEMBL591775,CCCCCCCCCCCCCCCCOC(=O)c1ccc([N+](=O)[O-])cc1
CHEMBL4760658,CCN(CC)Cc1ccc2c(C(=O)OC)c(NC(=O)c3ccccc3)sc2c1O.Cl
CHEMBL4548441,COc1cc(OC)c(-c2cn3ccc(N[C@H]4C[C@H]5CC[C@@H](C4)N5CC4CCCCC4)cc3n2)cc1Cl
CHEMBL6055693,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2Cl)cc(F)c1CN(C)[C@@H]1CCOC1
CHEMBL4248671,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)Nc1ccc(C(F)(F)F)cc1Cl)CC2
CHEMBL1429889,COCCN1C(=O)c2ccc(C(=O)NCc3cccnc3)cc2C1=O
CHEMBL3491349,CC(NC(=O)NCCCn1cncn1)c1ccccc1F
CHEMBL4933256,Cc1nc(-c2ccc([C@H](C)N(C)C)cc2)nn1C
CHEMBL1416174,Cc1nc(-c2ccc(Cl)cc2)sc1C(=O)O
CHEMBL581418,COc1ccc2nc(-c3ccc(C(=O)NCCCN4CCN(c5cc(Cl)ccc5OC)CC4)cc3)[nH]c2c1
CHEMBL1402053,COc1cc2c(cc1O)CCN(C(=O)CSc1nncn1C)[C@@H]2C
CHEMBL3462868,CCC(CC)(CC(=O)OC)NC(=O)Nc1nnc(-c2ccccn2)s1
CHEMBL4951612,O=C([C@H]1CC(=O)N(c2ccc3c(c2)CCC3)C1)N1CCN(c2cnccn2)CC1
CHEMBL430067,CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)O)c(C(=O)NO)c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
CHEMBL3622444,CC(C)(O)c1cncc(-c2ccc3c(c2)CCc2nnc(C(F)(F)F)n2-3)c1
CHEMBL1449033,C=C(C)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1
CHEMBL5985780,O=C(O)c1ccn(C(=O)N2CCN(Cc3cc(Cl)cc(Oc4ccc(Cl)cc4)c3)CC2)n1
CHEMBL1890318,CC1(C)CC(NC(=O)c2ccc(Cl)cc2Cl)CC(C)(C)N1
CHEMBL321982,O=S1(=O)CCC2=C1C(c1ccc(F)c(Br)c1)C=C(C(F)(F)F)N2
CHEMBL1359632,O=C(CNC(=O)c1ccco1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
CHEMBL168050,NC(=O)CCNC(=O)c1ccccc1SC(=O)NCCBr
CHEMBL1195661,CN(C(=O)Cc1cccc2ccsc12)[C@@H]1CCCC[C@H]1N1CCCC1
CHEMBL4228462,C[C@@H](O)C(=O)O[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)NC(CCC(=O)O)Cc1ccccc1
CHEMBL4878981,CC(C)(C)C(=O)CNc1cccc(S(N)(=O)=O)c1
CHEMBL2418450,CC(O)C(NC(=O)c1ccc(N2CCN(C(=O)Cc3ccc(O)cc3)CC2)nc1)C(N)=O
CHEMBL1580664,Nc1nc(-c2cc(O)ccc2[N+](=O)[O-])cc(-c2ccccc2)c1[N+](=O)[O-]
CHEMBL1377707,COc1ccc2c(c1)C(=O)N(c1ccc(C)cc1C)C(=O)C2
CHEMBL1581483,CCc1cc(=O)oc2cc(OCC(=O)NCCCN3CCCC3=O)c(Cl)cc12
CHEMBL331697,CN(CC(=O)Nc1ccc(S(=O)(=O)/N=c2\sc(S(N)(=O)=O)nn2C)cc1)C(=N)N
CHEMBL4560560,Cc1ccncc1C(=O)N1CCn2cncc2C1
CHEMBL5425688,COc1nc(NC(=O)c2cnc(N3CC[C@@H](NC4CC4)C3)cn2)cn2cc(C)nc12
CHEMBL1243345,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF
CHEMBL5400330,COc1cccc(Cn2nnc(-c3cccc([N+](=O)[O-])c3)n2)c1
CHEMBL4092499,FC(F)(F)Oc1ccc2cccnc2c1N1CCCN(Cc2csc(-c3ccccc3)n2)CC1
CHEMBL2373918,C[C@@H]1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4[C@@H]5OC5(C)CC[C@]4(COC(=O)[C@H]1O)[C@]2(C)[C@@]31CO1
CHEMBL1449282,O=C(Cn1ncc2ccccc21)N1CCC2(CC1)OCCO2
CHEMBL4110956,Cc1nnc(C[C@H]2C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)cc3)N(CC3CC3)C2=O)o1
CHEMBL3648312,CCn1c(CCNS(=O)(=O)c2ccccc2)nc2cc(/C=C/C(=O)NO)ccc21
CHEMBL1439730,COc1ccc(NC(=O)Nc2ccccc2F)cc1
CHEMBL2131344,CCOC(=O)c1csc(NC(=O)CCS(=O)(=O)c2ccc(Cl)cc2)n1
CHEMBL4280475,CCCCOc1cccc(-c2cc(COc3ccc(F)c(C(N)=O)c3F)on2)c1
CHEMBL5854033,CC(C)(Cc1csc(C2(C)C(=O)Nc3nc(-c4nn(CCC(F)(F)F)c5ncc(F)cc45)nc(N)c32)n1)C(=O)O
CHEMBL5978222,CN(C)c1ccnc(OCc2cn(-c3cccc(C(C)(F)F)c3)nn2)n1
CHEMBL552829,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2F)c1.Cl
CHEMBL104215,Nc1ncnc2c1c(-c1cccc(O)c1)cn2-c1ccc(CCOP(=O)(O)CP(=O)(O)O)cc1
CHEMBL441631,Cc1cc(-c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)cc(C)n1
CHEMBL4913519,COc1cccc(CNC(=O)c2cn(Cc3cccc(F)c3)nc2OCc2cccc(F)c2)c1
CHEMBL4901101,CCOC(=O)CCC(=O)N1CCN([C@H](C(=O)N(CC)CC)C2CCCC2)CC1
CHEMBL2216852,CC(=O)Nc1ccc(C(=O)NC2=Nc3cc(N4CCOCC4)ccc3C3=NCCN23)cn1
CHEMBL1548955,Cc1ccccc1CS(=O)(=O)Cc1ccc(C(=O)NCc2ccco2)o1
CHEMBL3126574,C=CCN(C(=O)Nc1nccs1)c1ccc(OC(C)(C)C(=O)OCC)cc1
CHEMBL1713945,COc1ccc(NC(=O)CSc2ccc(-c3cccs3)nn2)cc1
CHEMBL1478384,Cc1cccc(C)c1NC(=O)C1(N2CCN(C(=O)c3ccco3)CC2)CCCCC1
CHEMBL500065,CC(C)C[C@H]1NC(=O)[C@@H](Cc2cnc[nH]2)NC1=O
CHEMBL204083,CC(=O)NC[C@H]1CN(c2ccc([C@H]3[C@@H]4CN(C(=O)C(C)(C)O)C[C@@H]43)c(F)c2)C(=O)O1
CHEMBL384183,COc1cc(C2=NN(C(C)=O)C(c3ccc(Cl)c(Cl)c3)O2)cc(OC)c1OC
CHEMBL2375404,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)c2ccccc2C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
CHEMBL5562220,N#CC1=C(N)Oc2c(c(=O)sc3ccccc23)C1c1ccc(F)cc1
CHEMBL1543774,COC(=O)c1ccc(OCC(O)Cn2nnc3ccccc32)cc1
CHEMBL5825685,Cc1cccnc1OCC(F)(F)C(=O)N[C@@H]1CCN(C)[C@H](C)C1
CHEMBL5274814,O=C(O)c1ccc(F)c(NCc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c1
CHEMBL255483,CCS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12
CHEMBL3558194,Cn1c(O)c(C(c2cccc(Br)c2)c2c(O)n(C)c(=O)n(C)c2=O)c(=O)n(C)c1=O
CHEMBL231313,C=C/C(C)=C\C[C@]1(C)[C@H](C)CC[C@@]23C(=C[C@H](OC(=O)CCCCC)C[C@@H]12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O
CHEMBL2376081,CCOC(=O)c1nc(N)sc1Sc1nc2cc(OC)c(OC)cc2c(=O)n1-c1ccccc1
CHEMBL2112285,O=C(/C=C(\O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1
CHEMBL1721032,CCC(C)NC(=O)CCn1c(-c2ccccc2)cc(C(C)=O)c1C
CHEMBL347068,O=C(/C=C/c1ccc(CNC(=O)c2ccccn2)cc1)NO
CHEMBL5953106,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3CC3)c3c2CCC(NCC(F)(F)F)C3)c(F)c1
CHEMBL5009758,O=C([C@H]1CC(=O)N(c2ccc(O)cc2)C1)N1Cc2cnn(CCO)c2C1
CHEMBL92691,Nc1nc2c(s1)CCC1NCCCC21
CHEMBL4090321,O=c1cc(OCC2COc3ncccc3O2)cc2n1CCc1cc(C#CCCO)ccc1-2
CHEMBL4577567,Cc1ccc(SCC(=O)N2CCCC2C(N)=O)cc1
CHEMBL4854524,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@@]2(C)[C@@H]3C[C@](C)(C(=O)OCCOc4cc(C)oc(=O)c4)CC[C@]3(C)CC[C@]12C
CHEMBL1553316,Cc1ccc(-n2ncc(C(=O)N3CCN(c4ccc(Cl)cc4)CC3)c2C2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1
CHEMBL120752,O=S(=O)([O-])c1cccc2c1C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1
CHEMBL565435,CNC(=O)c1cc(OC)c(O[C@@H](C)C(=O)N2CCN(c3nccc4[nH]cnc34)C[C@H]2C)cn1
CHEMBL5858279,COCC1COc2cc(S(C)(=O)=O)cc(-c3cc(C)c(=O)n(C)c3)c2O1
CHEMBL3922345,Cn1cc(-c2cc(N3CCCS3(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O
CHEMBL4159217,Cc1cc(=O)oc2cc(OCc3cn(CCO)nn3)ccc12
CHEMBL347326,CCCN1CCO[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21
CHEMBL98011,COC(=O)C1(Cc2ccccc2)CCc2ccc(Cc3ccccc3)cc21
CHEMBL2064458,C=CC1(C)C=CC(=O)C(C#N)=C1
CHEMBL3680812,OCC1O[C@@H](S[C@@H]2CCCC(n3cc(-c4cccc(F)c4)nn3)C2O)C(O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O
CHEMBL4456549,Cc1nn(-c2ccccc2)c2c1[C@H](c1ccc(F)cc1)[C@H](NC(=O)c1cccc(I)c1)C(=O)N2
CHEMBL4074216,Nc1ccccc1NC(=O)c1ccc(NC(=O)CN2C(=O)C3(OCCCO3)c3cc(F)ccc32)cc1
CHEMBL5203114,CNC(=O)c1cn(C[C@H](NC(=O)[C@@H](C)c2ccccc2)c2ccc(OCC3CCC3)cc2)nn1
CHEMBL1626384,COc1ccc(OCCCCN(C)Cc2ccccc2)cc1
CHEMBL5756438,Cc1noc(Cn2c(=O)n(C)c3ncc(-c4ccc(C)s4)cc32)n1
CHEMBL1531693,COc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)Nc2cc(Cl)ccc2OC)cc1
CHEMBL1995060,COC(=O)/C=C(/C(=O)OC)c1c(C)cc2c(C)cc(C)cc(C)c1-2
CHEMBL1868589,COc1ccc(C(=O)Nc2ccc(N3CCN(c4ccccc4)CC3)c(C(=O)O)c2)cc1
CHEMBL3769580,c1csc(-c2nnc(CNC34CC5CC(CC(C5)C3)C4)o2)c1
CHEMBL5571565,CC(C)c1cnn2c3nc(nc12)N(CC1CCN(C)CC1)CCCCCOc1ccccc1CN3
CHEMBL3669255,CC(=O)N1CC=C(c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)CC1
CHEMBL3235570,COc1ccc2nc(NC(=O)Cc3cc(OC)c(OC)c(OC)c3)sc2c1
CHEMBL1193172,CCC(O)CNCc1ccc2ccc3cccc4ccc1c2c34
CHEMBL515587,CCOC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(N(CCCl)CCCl)cc1)NC(C)=O
CHEMBL3609210,O=C(CC1(O)c2ccccc2-n2c1nc1ccccc1c2=O)c1ccccc1NC(=S)Nc1ccc([N+](=O)[O-])cc1
CHEMBL5748086,NS(=O)(=O)N1CC(COc2nonc2C(=NO)Nc2ccc(F)c(Br)c2)C1
CHEMBL4451643,NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(/N=C3\C(=O)N(Cc4ccccc4)c4ccccc43)cc2)cc1
CHEMBL5220970,COC(=O)C[C@@H]1NC(=O)c2cc(OCCCc3cc(C)cc(C)c3)c(NC(=O)c3cc(OC)c(OC)c(OC)c3)cc2NC1=O
CHEMBL5025669,CC(C)[C@H](NC(=O)CCc1cccc(F)c1F)C(=O)O
CHEMBL1997680,CCN(CC)CCCNC(=O)c1ccccc1Nc1c(Cl)cccc1Cl.Cl
CHEMBL1205766,Cc1cccc(CC(C)(Oc2ccc(C(C)C)cc2)C(=O)O)c1
CHEMBL1735697,COC(=O)c1sccc1NC(=O)c1c(Cl)cnn1C
CHEMBL1905767,CSc1ccc(/C=C(/NC(=O)c2ccco2)C(=O)N2CCOCC2)cc1
CHEMBL3261925,N#C[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(N)CCOCC1
CHEMBL320708,Cc1c(C2CCCC2)c(=O)on1C(=O)N1CCC(c2ccccc2)CC1
CHEMBL4452122,Nc1nc(C(=O)NNC(=S)Nc2ccc(Cl)cc2)nn1-c1ccc(S(N)(=O)=O)cc1
CHEMBL440719,CCOC(=O)[C@@H]1C(=O)C=C(Nc2ccc(OC)c(Cl)c2)C[C@H]1C
CHEMBL1872254,COc1ccccc1N1CCN(c2cc(C)nc3nc(-c4ccc(C)cc4)nn23)CC1
CHEMBL1392796,Cc1cc(SCC(=O)NCCN2C(=O)CSC2=O)nc2ccccc12
CHEMBL3121246,CCOC(=O)c1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2
CHEMBL1456216,CC(NC(=O)c1cn(C(C)c2ccccc2F)nn1)c1ccncc1
CHEMBL3665511,Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)F)c2Cl)nc2cc(C(=O)Nc3ccc(F)c(Cl)c3)c(N3CCC(C(F)(F)F)CC3)cc21
CHEMBL3781574,COc1ccc(S(=O)(=O)NCC2(c3cccc4ccc(F)cc34)CC2)cc1N1CCNCC1
CHEMBL347188,Cc1ccnc(N(C(=O)c2ccco2)C2CCN(CCc3ccccc3)CC2)c1
CHEMBL2365649,CCCCCc1c(-c2cccc(Cl)c2)ncn1CCc1ccccc1OC
CHEMBL519905,COc1ccc2c(c1)O[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2O
